日期,总市值,现金,当前持仓,黄金ETF评分,纳指科技ETF评分,黄金ETF年化收益率,纳指科技ETF年化收益率,黄金ETFR平方,纳指科技ETFR平方,黄金ETF斜率,纳指科技ETF斜率,黄金ETF起始净值,纳指科技ETF起始净值,黄金ETF结束净值,纳指科技ETF结束净值
2025-06-23,203957.79,0,纳指科技ETF(159509),0.145166,0.162011,0.315669,0.344865,0.459868,0.469782,0.001097,0.001185,7.177,1.525,7.436,1.542
2025-06-24,209146.54,0,纳指科技ETF(159509),0.090345,0.091799,0.240766,0.2608,0.375242,0.351992,0.000863,0.000927,7.222,1.503,7.464,1.533
2025-06-25,209146.54,0,纳指科技ETF(159509),0.022972,0.096274,0.130612,0.268719,0.175877,0.358268,0.000491,0.000952,7.209,1.522,7.372,1.572
2025-06-26,212073.53,0,纳指科技ETF(159509),0.001814,0.110577,0.043873,0.28825,0.041342,0.383614,0.000172,0.001013,7.439,1.503,7.392,1.572
2025-06-27,216996.19,0,纳指科技ETF(159509),0.000232,0.139108,0.016647,0.338924,0.01392,0.410441,6.6e-05,0.001167,7.45,1.504,7.405,1.594
2025-06-30,220455.35,0,纳指科技ETF(159509),0.000554,0.2083,-0.040886,0.487308,-0.013558,0.42745,-0.000167,0.001588,7.454,1.493,7.326,1.631
2025-07-01,217395.32,0,纳指科技ETF(159509),-2.8e-05,0.295643,-0.092219,0.687262,0.000301,0.430174,-0.000387,0.002092,7.425,1.504,7.314,1.657
2025-07-02,219124.91,0,纳指科技ETF(159509),-0.001663,0.358167,-0.104014,0.789802,0.015984,0.453489,-0.000439,0.002328,7.366,1.522,7.397,1.634
2025-07-03,221386.67,0,纳指科技ETF(159509),-0.007788,0.465088,-0.124276,0.943626,0.062666,0.492874,-0.000531,0.002658,7.375,1.539,7.394,1.647
2025-07-04,221386.67,0,纳指科技ETF(159509),-0.01014,0.642912,-0.119799,1.170431,0.084643,0.549295,-0.00051,0.0031,7.3,1.571,7.445,1.664
2025-07-07,221120.58,0,纳指科技ETF(159509),-0.029608,0.922299,-0.143354,1.428165,0.206538,0.645793,-0.000619,0.003549,7.369,1.534,7.407,1.664
2025-07-08,222850.16,0,纳指科技ETF(159509),-0.060224,1.05806,-0.174003,1.556087,0.346108,0.679949,-0.000765,0.003754,7.478,1.543,7.355,1.662
2025-07-09,221519.71,0,纳指科技ETF(159509),-0.05686,1.243201,-0.166689,1.727074,0.341114,0.719831,-0.000729,0.004013,7.474,1.557,7.398,1.675
2025-07-10,223914.52,0,纳指科技ETF(159509),-0.077316,1.383757,-0.190886,1.81852,0.405039,0.760925,-0.000847,0.004145,7.483,1.555,7.314,1.665
2025-07-11,224845.84,0,纳指科技ETF(159509),-0.075478,1.568017,-0.186026,1.961712,0.405737,0.79931,-0.000823,0.004343,7.481,1.558,7.371,1.683
2025-07-14,224047.57,0,纳指科技ETF(159509),-0.069877,1.748069,-0.177343,2.095565,0.394018,0.834176,-0.000781,0.00452,7.4,1.56,7.376,1.69
2025-07-15,229502.41,0,纳指科技ETF(159509),-0.053859,1.828332,-0.154319,2.131058,0.349015,0.857946,-0.00067,0.004565,7.405,1.559,7.44,1.684
2025-07-16,228171.96,0,纳指科技ETF(159509),-0.041059,2.099065,-0.133364,2.373812,0.307874,0.884259,-0.000573,0.004864,7.428,1.564,7.436,1.725
2025-07-17,232296.35,0,纳指科技ETF(159509),-0.036863,2.248362,-0.123708,2.478001,0.297986,0.907329,-0.000528,0.004986,7.497,1.558,7.402,1.715
2025-07-18,232296.35,0,纳指科技ETF(159509),-0.025605,2.499453,-0.104524,2.70621,0.244965,0.923599,-0.000442,0.00524,7.588,1.542,7.397,1.746
2025-07-21,234824.2,0,纳指科技ETF(159509),-0.0099,2.584486,-0.067009,2.780662,0.147745,0.92945,-0.000277,0.00532,7.563,1.557,7.403,1.746
2025-07-22,234957.25,0,纳指科技ETF(159509),-0.000291,2.767641,-0.013509,2.949146,0.021544,0.938455,-5.4e-05,0.005494,7.499,1.561,7.446,1.765
2025-07-23,235755.52,0,纳指科技ETF(159509),-0.000484,2.86247,0.040627,3.02699,-0.011909,0.945649,0.000159,0.005572,7.503,1.558,7.474,1.766
2025-07-24,235755.52,0,纳指科技ETF(159509),0.015243,2.877936,0.130284,3.033695,0.116997,0.948657,0.00049,0.005579,7.465,1.543,7.548,1.772
2025-07-25,233892.89,0,纳指科技ETF(159509),0.026493,2.732496,0.140272,2.886789,0.188868,0.946552,0.000525,0.00543,7.436,1.542,7.424,1.772
2025-07-28,235755.52,0,纳指科技ETF(159509),0.029284,2.392815,0.135124,2.560283,0.216722,0.93459,0.000507,0.005079,7.464,1.533,7.409,1.758
2025-07-29,235755.52,0,纳指科技ETF(159509),0.030595,2.137766,0.124762,2.272996,0.245226,0.940506,0.00047,0.004743,7.372,1.572,7.388,1.772
2025-07-30,234824.2,0,纳指科技ETF(159509),0.011894,1.923282,0.084712,2.059933,0.140407,0.933662,0.000325,0.004474,7.392,1.572,7.363,1.772
2025-07-31,240412.09,0,纳指科技ETF(159509),0.005549,1.641983,0.060281,1.77896,0.09205,0.923002,0.000234,0.004088,7.405,1.594,7.377,1.765
2025-08-01,235888.56,0,纳指科技ETF(159509),0.001011,1.63285,0.028025,1.756904,0.036074,0.92939,0.000111,0.004056,7.326,1.631,7.35,1.807
2025-08-04,233626.8,0,纳指科技ETF(159509),9e-05,1.439836,-0.012929,1.586723,-0.006964,0.907428,-5.2e-05,0.003802,7.314,1.657,7.352,1.773
2025-08-05,240545.13,0,纳指科技ETF(159509),2.2e-05,1.177183,-0.008389,1.374112,-0.002579,0.856686,-3.4e-05,0.003458,7.397,1.634,7.446,1.756
2025-08-06,239347.73,0,纳指科技ETF(159509),9.6e-05,1.162068,0.013035,1.353164,0.007333,0.858778,5.2e-05,0.003423,7.394,1.647,7.455,1.808
2025-08-07,242407.76,0,纳指科技ETF(159509),0.001053,1.087874,0.037142,1.277198,0.028347,0.851766,0.000146,0.003292,7.445,1.664,7.468,1.799
2025-08-08,242407.76,0,纳指科技ETF(159509),0.007087,1.116836,0.075409,1.303427,0.093978,0.856845,0.000291,0.003338,7.407,1.664,7.484,1.822
2025-08-11,247197.37,0,纳指科技ETF(159509),0.018976,1.105377,0.114139,1.287909,0.166249,0.858273,0.000432,0.003311,7.355,1.662,7.508,1.822
2025-08-12,248660.87,0,纳指科技ETF(159509),0.012258,1.190928,0.095869,1.387485,0.127865,0.858335,0.000366,0.003481,7.398,1.675,7.429,1.858
2025-08-13,253051.35,0,纳指科技ETF(159509),0.006059,1.295482,0.071305,1.508229,0.084973,0.858942,0.000276,0.003678,7.314,1.665,7.399,1.869
2025-08-14,253583.53,0,纳指科技ETF(159509),0.001237,1.444311,0.040872,1.707793,0.030267,0.845718,0.00016,0.003985,7.371,1.683,7.415,1.902
2025-08-15,255579.2,0,纳指科技ETF(159509),0.000349,1.600372,0.027367,1.896652,0.012759,0.843788,0.000108,0.004254,7.376,1.69,7.424,1.906
2025-08-18,250656.54,0,纳指科技ETF(159509),0.0,1.778607,0.004545,2.108712,7.6e-05,0.843457,1.8e-05,0.004537,7.44,1.684,7.401,1.921
2025-08-19,248128.69,0,纳指科技ETF(159509),0.0,1.690709,0.001225,2.012383,5.3e-05,0.840153,5e-06,0.004411,7.436,1.725,7.413,1.884
2025-08-20,244802.57,0,纳指科技ETF(159509),-1.3e-05,1.535113,-0.012187,1.860967,0.001093,0.824901,-4.9e-05,0.004205,7.402,1.715,7.391,1.865
2025-08-21,246931.28,0,纳指科技ETF(159509),-0.000754,1.170306,-0.036954,1.544762,0.02041,0.757596,-0.000151,0.003736,7.397,1.746,7.374,1.84
2025-08-22,244536.48,0,纳指科技ETF(159509),-0.002336,1.001643,-0.050015,1.382132,0.046698,0.724709,-0.000205,0.003472,7.403,1.746,7.394,1.856
2025-08-25,248261.73,0,纳指科技ETF(159509),-0.006115,0.739355,-0.067128,1.142022,0.091099,0.647409,-0.000278,0.003047,7.446,1.765,7.378,1.838
2025-08-26,247463.46,0,纳指科技ETF(159509),-0.003267,0.665015,-0.052877,1.057185,0.061792,0.629043,-0.000217,0.002885,7.474,1.766,7.427,1.866
2025-08-27,251188.72,0,纳指科技ETF(159509),-0.000349,0.556313,-0.024535,0.940108,0.014239,0.591754,-9.9e-05,0.002651,7.548,1.772,7.449,1.86
2025-08-28,248128.69,0,纳指科技ETF(159509),0.000211,0.549773,0.016012,0.924915,0.013176,0.594404,6.4e-05,0.00262,7.424,1.772,7.45,1.888
2025-08-29,246532.15,0,纳指科技ETF(159509),0.00208,0.445331,0.040471,0.809615,0.0514,0.550053,0.000159,0.002372,7.409,1.758,7.468,1.865
2025-09-01,240012.95,0,纳指科技ETF(159509),0.007165,0.295962,0.067711,0.639111,0.105816,0.463084,0.000262,0.001977,7.388,1.772,7.486,1.853
2025-09-02,241476.44,0,纳指科技ETF(159509),0.034244,0.092788,0.169115,0.368791,0.20249,0.2516,0.000625,0.001256,7.363,1.772,7.647,1.804
2025-09-03,242274.71,0,黄金ETF(518880),0.074164,0.020869,0.268889,0.183499,0.275816,0.113729,0.000953,0.000674,7.377,1.765,7.67,1.815
2025-09-04,241713.32,0,黄金ETF(518880),0.146578,0.000897,0.420912,0.040374,0.348239,0.02221,0.001405,0.000158,7.35,1.807,7.768,1.821
2025-09-05,242493.04,0,黄金ETF(518880),0.219719,0.000424,0.539333,0.028251,0.407389,0.015011,0.001725,0.000111,7.352,1.773,7.75,1.862
2025-09-08,244738.63,0,黄金ETF(518880),0.303772,0.000156,0.657697,0.018894,0.461873,0.008245,0.002022,7.5e-05,7.446,1.756,7.775,1.879
2025-09-09,248450.1,0,黄金ETF(518880),0.461919,0.000167,0.841725,-0.041935,0.548777,-0.003987,0.002443,-0.000171,7.455,1.808,7.847,1.861
2025-09-10,247857.51,0,黄金ETF(518880),0.692101,-5e-05,1.112955,-0.042263,0.621859,0.001178,0.002992,-0.000173,7.468,1.799,7.966,1.873
2025-09-11,247108.98,0,黄金ETF(518880),0.940054,-1e-06,1.345343,-0.003138,0.698746,0.000382,0.00341,-1.3e-05,7.484,1.822,7.947,1.901
2025-09-12,248075.83,0,黄金ETF(518880),1.173951,-0.000184,1.522476,0.03694,0.77108,-0.004977,0.003701,0.000145,7.508,1.822,7.923,1.897
2025-09-15,247358.49,0,黄金ETF(518880),1.435067,-0.000639,1.704869,0.055593,0.841746,-0.011494,0.00398,0.000216,7.429,1.858,7.954,1.89
2025-09-16,250508.56,0,黄金ETF(518880),1.551168,-0.001208,1.771908,0.128706,0.875423,-0.009388,0.004078,0.000484,7.399,1.869,7.931,1.906
2025-09-17,248387.72,0,黄金ETF(518880),1.711495,0.011563,1.899364,0.279239,0.901088,0.041408,0.004258,0.000985,7.415,1.902,8.032,1.94
2025-09-18,245206.46,0,黄金ETF(518880),1.729412,0.060941,1.889618,0.418528,0.915218,0.145607,0.004244,0.001398,7.424,1.906,7.964,1.925
2025-09-19,246329.26,0,黄金ETF(518880),1.532308,0.18515,1.716407,0.611229,0.892742,0.302914,0.003997,0.001908,7.401,1.921,7.862,1.945
2025-09-22,251007.58,0,黄金ETF(518880),1.359324,0.480687,1.563257,0.943313,0.869546,0.509573,0.003765,0.002658,7.413,1.884,7.898,1.984
2025-09-23,253970.52,0,黄金ETF(518880),1.369556,0.836873,1.563467,1.365937,0.875974,0.612674,0.003765,0.003445,7.391,1.865,8.048,2.021
2025-09-24,255436.39,0,黄金ETF(518880),1.424995,1.226513,1.614046,1.796128,0.882871,0.682865,0.003844,0.004113,7.374,1.84,8.143,2.032
2025-09-25,254064.09,0,纳指科技ETF(159509),1.467954,1.550284,1.654772,2.134532,0.887104,0.726288,0.003905,0.00457,7.394,1.856,8.19,2.032
2025-09-26,254817.99,0,纳指科技ETF(159509),1.415808,1.854941,1.600279,2.387074,0.884726,0.777077,0.003822,0.00488,7.378,1.838,8.146,2.022
2025-09-29,259090.08,0,纳指科技ETF(159509),1.332142,2.058331,1.512794,2.552989,0.880584,0.806244,0.003686,0.005071,7.427,1.866,8.16,2.028
2025-09-30,259090.08,0,纳指科技ETF(159509),1.338856,2.492387,1.515052,2.926078,0.883703,0.851784,0.003689,0.005471,7.449,1.86,8.259,2.062
2025-10-09,263864.78,0,纳指科技ETF(159509),1.385361,2.820079,1.561982,3.183838,0.886925,0.885748,0.003763,0.005725,7.45,1.888,8.339,2.062
2025-10-10,261477.43,0,纳指科技ETF(159509),1.638335,3.455063,1.986983,3.70515,0.824534,0.932503,0.004377,0.006195,7.468,1.865,8.729,2.1
2025-10-13,258838.78,0,纳指科技ETF(159509),1.799683,3.695425,2.183693,3.866049,0.824147,0.955866,0.004632,0.006329,7.486,1.853,8.602,2.081
2025-10-14,254441.04,0,纳指科技ETF(159509),2.123272,3.522409,2.649648,3.684875,0.801341,0.95591,0.005179,0.006177,7.647,1.804,8.859,2.06
2025-10-15,262105.68,0,纳指科技ETF(159509),2.643332,2.74113,3.313766,3.020446,0.797682,0.907525,0.005847,0.005566,7.67,1.815,8.976,2.025
2025-10-16,267759.92,0,黄金ETF(518880),3.404213,2.544073,4.292628,2.821094,0.793037,0.901804,0.006665,0.005362,7.768,1.821,9.187,2.086
2025-10-17,277144.85,0,黄金ETF(518880),4.377055,2.572369,5.39167,2.843141,0.811818,0.904763,0.00742,0.005385,7.75,1.862,9.244,2.131
2025-10-20,268455.1,0,黄金ETF(518880),5.884194,2.384237,7.213497,2.660665,0.81572,0.896106,0.008423,0.005191,7.775,1.879,9.568,2.097
2025-10-21,274885.51,0,黄金ETF(518880),6.625409,2.598909,7.897745,2.884397,0.838899,0.901023,0.008743,0.005428,7.847,1.861,9.268,2.168
2025-10-22,263617.81,0,黄金ETF(518880),7.886194,2.788635,9.127236,3.093778,0.864029,0.901369,0.009261,0.005638,7.966,1.873,9.49,2.193
2025-10-23,260518.47,0,黄金ETF(518880),7.570966,2.951082,8.669156,3.267365,0.873322,0.9032,0.009076,0.005804,7.947,1.901,9.101,2.203
2025-10-24,259243.98,0,黄金ETF(518880),6.511685,3.074075,7.599287,3.385953,0.856881,0.907891,0.008607,0.005914,7.923,1.897,8.994,2.203
