日期,总市值,现金,当前持仓,纳指科技ETF综合得分,易方达黄金ETF综合得分,纳指科技ETF长周期结束净值,易方达黄金ETF长周期结束净值
2025-08-25,234614.15,0.0,纳指科技ETF(159509),0.348423,0.249412,1.838,7.378
2025-08-26,233859.76,0.0,纳指科技ETF(159509),0.345194,0.249915,1.866,7.427
2025-08-27,237380.23,0.0,纳指科技ETF(159509),0.337384,0.250556,1.86,7.449
2025-08-28,234488.42,0.0,纳指科技ETF(159509),0.337971,0.25027,1.888,7.45
2025-08-29,232979.64,0.0,纳指科技ETF(159509),0.327222,0.250527,1.865,7.468
2025-09-01,226818.82,0.0,纳指科技ETF(159509),0.306184,0.251231,1.853,7.486
2025-09-02,228201.86,0.0,纳指科技ETF(159509),0.276059,0.254729,1.804,7.647
2025-09-03,228956.25,0.0,纳指科技ETF(159509),0.261021,0.257651,1.815,7.67
2025-09-04,234111.22,0.0,易方达黄金ETF(518880),0.254272,0.262453,1.821,7.768
2025-09-05,234866.42,0.0,易方达黄金ETF(518880),0.254254,0.266904,1.862,7.75
2025-09-08,237041.39,0.0,易方达黄金ETF(518880),0.253107,0.271651,1.879,7.775
2025-09-09,240636.13,0.0,易方达黄金ETF(518880),0.249997,0.285438,1.861,7.847
2025-09-10,240062.18,0.0,易方达黄金ETF(518880),0.2498,0.305555,1.873,7.966
2025-09-11,239337.19,0.0,易方达黄金ETF(518880),0.251325,0.327125,1.901,7.947
2025-09-12,240273.64,0.0,易方达黄金ETF(518880),0.250785,0.349517,1.897,7.923
2025-09-15,239578.85,0.0,易方达黄金ETF(518880),-0.249566,0.377957,1.89,7.954
2025-09-16,242629.85,0.0,易方达黄金ETF(518880),0.250293,0.393009,1.906,7.931
2025-09-17,240575.71,0.0,易方达黄金ETF(518880),0.251748,0.408557,1.94,8.032
2025-09-18,237494.51,0.0,易方达黄金ETF(518880),0.252488,0.416085,1.925,7.964
2025-09-19,238581.99,0.0,易方达黄金ETF(518880),0.259731,0.410868,1.945,7.862
2025-09-22,243113.18,0.0,易方达黄金ETF(518880),0.287869,0.407529,1.984,7.898
2025-09-23,245982.93,0.0,易方达黄金ETF(518880),0.320664,0.414986,2.021,8.048
2025-09-24,247402.7,0.0,易方达黄金ETF(518880),0.351948,0.420228,2.032,8.143
2025-09-25,246073.55,0.0,易方达黄金ETF(518880),0.373267,0.420874,2.032,8.19
2025-09-26,246496.46,0.0,易方达黄金ETF(518880),0.396593,0.415871,2.022,8.146
2025-09-29,249487.05,0.0,纳指科技ETF(159509),0.411456,0.408342,2.028,8.16
2025-09-30,249487.05,0.0,纳指科技ETF(159509),0.440205,0.408139,2.062,8.259
2025-10-09,254084.77,0.0,纳指科技ETF(159509),0.457574,0.408718,2.062,8.339
2025-10-10,251785.91,0.0,纳指科技ETF(159509),0.479799,0.42054,2.1,8.729
2025-10-13,249245.06,0.0,纳指科技ETF(159509),0.486582,0.421688,2.081,8.602
2025-10-14,245010.31,0.0,纳指科技ETF(159509),0.484707,0.428419,2.06,8.859
2025-10-15,252390.87,0.0,纳指科技ETF(159509),0.473824,0.448876,2.025,8.976
2025-10-16,257835.54,0.0,纳指科技ETF(159509),0.473809,0.466754,2.086,9.187
2025-10-17,253721.79,0.0,易方达黄金ETF(518880),0.47684,0.483159,2.131,9.244
2025-10-20,245766.47,0.0,易方达黄金ETF(518880),0.467933,0.4965,2.097,9.568
2025-10-21,251653.41,0.0,易方达黄金ETF(518880),0.474826,0.495685,2.168,9.268
2025-10-22,241338.0,0.0,易方达黄金ETF(518880),0.480305,0.497256,2.193,9.49
2025-10-23,238500.61,0.0,易方达黄金ETF(518880),0.478612,0.496613,2.203,9.101
2025-10-24,237333.82,0.0,易方达黄金ETF(518880),0.479586,0.492047,2.203,8.994
2025-10-27,236193.56,0.0,易方达黄金ETF(518880),0.483126,0.495817,2.238,8.95
